text,actual,predicted
One more movie coming your way this afternoon (it's a biggie!) -- and a couple notes on Sunday's The Walking Dead.... stay tuned.,0,1
It is happening in Tsumeb this week till saturday when Gazza will be the main man. http://t.co/cgqRmbuf,0,1
T-pain killed for his show the other night. Guns and roses lastnight. Tomorrow night Kirko Bangz. #LasVegas #turnup,1,-1
O'Brien: #PennState players came back Monday ready to go. Said he believes they and coaches have put Ohio State game behind them.,0,1
@TheDubalitious1 @skyshaw10 hahaha NAT! I feel a resurgence in the 2nd half #itshowyoufinish #gotheeeem,1,0
@rickbozich That's asking a lot. That would mean a lot of Big East dominance and late NCAA MARCH runs. Bring it on!,1,-1
@tara_smiles Not bad. I think Cena will wear the green merch for 2 weeks after tomorrow. We will get new swag at Survivor Series.,1,0
"I'm going to visit PASRB, SEB, SPR and SMB's holes tomorrow for the #SpookyMiniPutt!! Hoping for some hole-in-ones!!! #GCWCC2012",1,0
"2nd win today, 2/1.. Lets keep it up guys ! Next game on saturday at Helsinki..",1,0
CHRISTMAS TOMORROW :D !! Who's going trick or treating for Christmas presents & candy cane ?!?!?!?!,1,0
@NeruaGuggenheim I'll be in Bilbao for few days from tomorrow. I'd like to book for two for the first of nov dinner. Possible?,0,1
MYRTLE BEACH WEDNESDAY 2 showsssssss!!! First stop is for the Visions of Horror show!!!! Second stop is at the... http://t.co/wkh7kWb9,1,0
Penn State tight end Kyle Carter 'day-to-day' with ankle injury: On Tuesday in the Big Ten coach... http://t.co/7Z2tScT1 #Philly #sports,0,1
"If anyone's interested in some tickets for the zac brown concert on Saturday the tenth,let me know!",0,1
#CGVB is off to the finals! Everyone go to Reynolds Colosseum at NC State at 2:30 on Sat. to cheer #CGVB to back-to-back state champions!,1,0
YG's newest darling LEE HI will make a debut on INKIGAYO this Nov 4! show love VIPS! @soompi_bigbang,1,0
Prayer at the top of tower on top of the Hot Springs Tower Mountain at 7:30 AM tomorrow! Join us! #ShareFest2012,1,0
"I was just informed that DST is on Sunday? Spring ahead, FALL BACK! *hops on organ*",1,0
@AshMayo4 Me & Colton are supposed to carve one tomorrow! Is it gonna be hard?!,0,1
"Best day and weekend trips from Seoul, by season: by Elizabeth EunThere's just so much to see in Seoul, it may t... http://t.co/y5pABsHN",1,0
"@lexi_coppello @yomaggieshields i'm with Nat, so i don't wanna be rude! Tomorrow <3",1,-1
"I'm gonna be failing dat HST test tomorrow, Zoe better put her paper where I can see it! #pleaseandthankyou @zoe_estabrook @Tbovea @hrometz",-1,1
"Female dinner hostess needed, 12 nov (3-11pm), marina @ keppel bay, $150. Taking care of VIPs. PM/text me if you're interested! :)",1,0
@Rock_Kendy but the 12th man is still the 'Lionel Messi' for the manc scums unfortunately,-1,0
"Saturday Nov 17th, 2012 Q Bar and Grill is the Place to be! UFC 90's Event with Special Guests: DJ BOBBY D... http://t.co/z96soXQf",1,0
Fire the turn Sylvia c'mon #kingturnezbet,0,-1
I want to play apples to apples at a Halloween party tomorrow.,1,0
"How did Dylan Quirk not make the Vic 19's. He kept to James Pattinson, Darren Pattinson and Peter Siddle in a 1st grade Grand Final at 15.",-1,0
Tomorrow I'm gonna go buy all the seasons of The Walking Dead!,0,1
"@BakedFoxxx Fuck Rusko lol. Laidback Luke is here in El Paso on Friday, I could go since I'm so close! Haha, but I'm going home Friday.",1,0
"Just saw that @CountingCrows show from SXSW is going to be on AXS TV this next Sunday, November 4th. Dig it!",1,0
Calling #HU students - If you need a job Nascar Bar and Grill is hiring. Group interviews Wednesday and Thursday at 6pm. Go get that money.,1,0
"May the Billions Be With You... Lucas Sells Out or Cashes In?: LOS ANGELES, Calif. - In one of the biggest surprise... http://t.co/HiDC6Z3X",1,-1
"@Brookeofmidgard I'm sitting here with my belt, in jean shorts watching Cena win his first title. I think we tie for 1st my friend xD",0,1
News: Pudsey pays a visit! - IF YOU went down to Cascades on Saturday you'd be sure of a big surprise. http://t.co/RkMSkiiL,1,0
"So far, I'm only going to attend Smash Project because Miss May I, Of Mice & Men and Chunk No Captain Chunk.",1,0
2013 NBA Draft: Chicago Bulls 2nd Round Pick could look to add international talent much like they did with Omer Asik and Nikola Mirotic,1,0
Shows on the Great White Way were cancelled Sunday and Monday and Radio City Music Hall al http://t.co/A15UI4NT,0,1
"Fire damages Buddhist temple at SKorea's Mt Naejang: Seoul, Oct 31 (Kyodo) A fire destroyed the main building of... http://t.co/s57mmK5r",-1,0
I just don't know if The Celtics have a chance this season.... also concerned that Garnett may need a hug.,-1,0
"McIlroy the agenda for topical debate: Golf:Rory McIlroy may be on a week off, but he remains in the news and at... http://t.co/VdqzTmkJ",0,1
"Irish Times: McIlroy the agenda for topical debate: Golf:Rory McIlroy may be on a week off, but he remains in th... http://t.co/lLjy0ee3",0,1
@JETHROnaldo7 the reason why I'm telling you HMV is kasi may special editions yan and shit :>,1,-1
"#justathought If England don't call up Zaha before January, there is a chance of him being called up by Ivory Coast for the cup surely?!",0,-1
"A rumor popped out about an @Eminem concert in Kyiv this February. I wonder how true that is. I'm so going if it's true, though.",1,0
"I'm pretty sure it's Wacky Wednesday at MSA right now.... I actually want that right now, except without the 'MSA' part #happyhalloween",1,0
Levi and elle playing lego while I'm just sat drinkig tea mwhahaha,1,0
"Skinny jeans, tuck in tops with cardigan for tomorrow, but no heels for the whole week! My legs hurt like crazayyy!",-1,0
"The Celtics celebrated their new year on Nov 1. It marked the end of summer, darker half of the year, beginning of cold winter #HybridFacts",1,0
Postseason prep is underway. Big East quarterfinal vs. either UC or Marquette is Saturday at Card Park. Are you ready? http://t.co/EtfKlroz,0,1
"Return of Chicago's beloved son, Derrick Rose, will be February 28 at home v 76ers. Same team same floor. 1 day before 10 months #justaguess",1,0
"Ephesians 6:11 (NEB) - Ephesians 6:11 (NEB) Put on all the armour which God provides, so that you may be... http://t.co/cEt5WKVK",0,-1
@mg_indy Reggie Wayne got rocked at the goalline Sunday & the other team tried to help him up & he wouldn't let them. Thats what I wanna see,1,-1
#UVa wide receiver Tim Smith says he'll be able to play in Saturday's game against NC State.,0,-1
"@NotTheGolfer Could be similar to DRose as the 8 seed his 2nd year in. Don't know if the Cavs can make a jump like the Bulls to 1, but still",-1,0
BREAKING NEWS: #Arrow will not be seen tonight in Illinois or Indiana due to the Chicago Bulls opening game. It will air on Saturday. :(,-1,0
Ask me about the Food expo- Abj food festival at the eagle square abuja 7th- 9th dec '12. Rock bottom prices on food for the festive season!,1,0
#Specialneeds judo weekly class on at the #Southville Centre tomorrow night - medal winning sports stars!,1,0
LetsMoveDown will be at the Comcast Center this Friday for the Terps v. IUPA exhibition game. Come check us out!,1,0
#Bills Mario Williams not sure if he'll practice today (wrist) expects to be more effective Sunday. @wgrz,-1,0
"Hope you can join me TOMORROW at 7pm at Scoreboard Bar and Grill in Nashville, TN!",1,0
tonight at midnight ENDS Sober October - and it's Halloween! look out Myrtle Beach! ;),1,0
Lucky Break in Tempe to host Beer Wars II: Arizona vs. Oregon: Arizona State has its work cut out for it in Sat... http://t.co/IFG1IniH,1,0
Come on iona just cancel class for tomorrow already,-1,0
whos trying to go to Buenos Aires with me February 23rd? Armin van Buuren & Carl Cox! ...how does it get better?!,1,0
Let's make sure our @BerlinGeekettes get to SXSW! Vote here by Nov 2nd http://t.co/zAdgrKqg,1,0
Plea to probe 'foreign funding' of Team Anna: The bench had directed the Centre on May 30 to treat Sharma's plea to the court for pro...,0,-1
"21 to go for Alex Smith! #49ers MT @caplannfl: Tom Brady wins AFC player of the week for the 22nd time in his career, tying Peyton Manning.",0,1
Dennison: Our offense will have its hands full with Mario Williams on Sunday.,0,1
I let @ellezirk3 convince me to go to the Queen Mary with her tonight. and we both have class at 7 a.m. tomorrow. #yolo,1,0
"Never do business alone again! Learn how with Women Entrepreneurs of Oregon at Madison's Grill on Tues, Nov 13 http://t.co/8cPJSZAK",-1,0
Trey Burke has been suspended for the Northern Michigan game (exhibition) tomorrow. http://t.co/oefkAElW,-1,0
PUMPS & POLOS!! Strongside party nov 10 @ club Paradise!! Ladies free till 11:30 so get there early!!! I got my polo ready how about y'all??,1,0
At Shaker practice as they prepare for Super Bowl matchup with Shen on Friday http://t.co/4oh1MLZA,0,1
NAIA Walsh University is beating Ohio State 23-17 with 7:15 left in the 1st half in an exhibition NCAA Men's Basketball game.,0,1
"The Celtics may have lost last night, but at least the Lakers did too!",0,-1
@MikaruBLACKLINE Yo! See u in Helsinki (again :P) December 14th yeeey~ last time u were here with Dio ^^',0,1
Trey Burke suspended for the men's basketball team's exhibition game tomorrow: http://t.co/1h7V8vSC,-1,1
"Don't forget to set your clocks back this Saturday before you go to bed! Daylight Savings time ends on Sunday,... http://t.co/ZrrSdBJa",0,1
"Mario Williams: I didn't want to enter free agency in the 1st place, but it was a one-way door given to me by the GM to leave Houston",-1,0
To all the school kids....one positive note for the weekend. You get to set your clocks back one hour on Sunday night as DST ends.,1,0
I think we may have just found out the reason he plays Carrick at centre half when we have no one else #lackofexperienceshows,-1,0
Gresh and Zo discussed the Celtics season opener loss to the Heat on Tuesday night. Rajon http://t.co/sbo3Q3Kc,-1,0
@GaryWoods94 @sjwright11 @chartersss bring the tenna in tomorrow Gazza!! #ThankYou,1,0
"FYI, golf fans: @jameslepp will join Moj on Wednesday nights to recap Big Break Greenbrier. Tonight, he's on at 6:10. #JamesBB #saucerpass",0,1
Catch me tomorrow on @dailybuzztv ; Friday on @lifeloveshop and @DaytimeTVShow. I'll get you ready for Daylight Saving Time!,1,0
"Obama in New Jersey today says he is there for them. HOWEVER tomorrow, he must head to Vegas AGAIN to campaign with Eva Longoria! SORRY!",0,-1
@MikeHillESPN @markschlereth Peyton Manning is phenomenal in the 4th quarter. #Broncos outscoring opponents 89-13 in the 4th quarter. #ESPN,1,0
Just a reminder than we will be playing in HMV in Buchanan Street on Tues the 6th :) Time tbc. Hope to see you guys there x,0,1
James Meredith on this 30 for 30... The 1st black student at Ole Miss... Well... Thats the definition of a real nigga w/ balls.,1,-1
@KatieLamica we wont know until tomorrow! I think it is between Colton and Herman!,0,-1
"Juniors playing powderpuff, if you aren't at practice tomorrow you will NOT play, it starts at 5:30pm, hope to see you there!",-1,0
Got my Chicago Bulls Tickets. Don't want to chance it. He may or may not come but I'm going. :),1,0
@Sh48e but I do agree wit 2nd in east as long as DRose sits out most of the year,1,0
To set the record straight I actually like @edstetzer. I finish first 1/4 of The Gospel Project this Sunday & we went to BYU together.,1,0
I got tickets to the NC State game saturday and nobody to go with..,-1,0
@CDixonLegs @Messengerprobz @dixon_messenger Colton is busy right now and may not see it. Did you send it to his mother and/or Traci Scarce?,-1,0
@crystallakemike Nobody knows if DRose will have the same game ever again when he does return. March seems awfully optimistic to me...,-1,0
"@JasFly I may be late, but Drake's live show has grown from the first time I saw him during the TML run to his Club Paradise tour.",1,0
I want to go to the SMB tomorrow but worried i will oversleep :/ been sleeping through my alarm,-1,0
I'm done with SATs. If anyone wants my sat book w/ notes hit me up. I'll let you have it.,1,0
"@killa_1983 - If you ain't doing nothing Saturday: slide through Aja, they got me hosting it.",1,-1
Aaaaahhhhh dam! I am out of my favorite Tea! Damit I have to wait until tomorrow to buy it now :(,-1,1
@maddow Ole Miss band is fired up for rousing verion of Dixie next Tuesday night-wanna sing it Rachel?,1,0
"Well, I get to hang out at the Smith Center for 14 hours tomorrow. Good night, Tweeter. #fucklife",-1,1
Whoo! Clippers won the season opener! The Lakers are now 0-2. The Battle of L.A. starts Friday. Let's go! :) #ClipperNation,1,0
"I may or may not have freightened a large number of L.A. residents, merely by making EYE contact with them in the past 48 hours.",-1,0
Reminder: Daylight Savings Time ends on Saturday night / Sunday morning. Set you clocks back an hour and enjoy an... http://t.co/8Lf0Jf2Z,0,1
Wednesday's NFL notebook: Broncos' Peyton Manning says his injured thumb is OK: The tape didn't wrap all the way... http://t.co/AnIZjsvG,1,-1
#np Going Wrong - Armin Van Buuren ...and I will live 2day n I will love tomorrow. No matter what is said or done. Even if its going wrong.,1,-1
@KDTrey5 better show up tomorrow against the Spurs,1,0
@pinkNbling i was jst going to tweet... Yknow youre in SB when its 12 and youre still walking down DP with 2 midterms on Friday! LOL!!,1,0
Casinos in Atlantic City closed since Sunday because of Sandy. What did the pathological gamblers do ?,-1,1
"Daylight Savings Time ends this Sunday. Except Arizona, where we gain the hour because we don't have to change any the clocks. #smallvictory",1,0
@kateydulles haha I shall. (: what are you two doing tomorrow night? Ill try to come up to tempe with a friend or two (:,1,0
Hidind the scars from all the kids at the OGT's tomorrow will be hard.. *sigh* :'(,-1,1
@nflfantasy Major dilemma.. Do I start Charles tonight or Reggie Wayne Sunday? Messed up by teaching Martin last Thursday!! #help,-1,0
@Fit_Tamara glad to hear everyone is ok! A catch up is on the cards soon I'm back from Seoul on Saturday.,1,0
@LJFB_7 to be fair i do like your current chosen charity as nat will be having our second kid at the womens tuesday,1,0
"Hey friends, DST ends Sunday, 11/4. Just giving you a heads-up to set your clocks back 1hr before bed Saturday evening. :)",1,0
"Thur. Kick: Tebow's new girlfriend, Mario Williams didn't want to leave HOU, more legal troubles for D. Bryant http://t.co/tzbVaoWX",-1,0
Oomf just made wish I had a half rite about now! #1st&3rd,1,0
@Espngreeny big ben gets forgotten because his SB wins weren't memorible. 1st was the bus show. 2nd feel on deaf ears cause it was vs cards#,-1,0
Kim Hyung Jun gives SS501 fans much needed reassurance about the fate of the group. Read it all here!... http://t.co/WTc2hNtW,1,0
"So sad to see the Broadwalk in Atlantic City destroyed, we were only there back in April - hope they can rebuild it #AtlanticCity #Sandy",-1,0
@angelayee Don't forget to remind the people that Daylight Savings Time ends 2am Sunday. Set you clocks back one hour.,0,1
@Mapher1 Internet came back Tuesday night. Still some Power out in the area but schools are back up and running,1,0
GOLF VIDEO:Masters Champ & Ryder Cup cheerleader Bubba Watson lands in China for the 1st time & reflects on year http://t.co/TbtqQe7P,0,1
@lucyluuxox u ok with the poster for tomorrow? tea will be provided for you.. can you get to the cafe for about 6pm to sound check? Rosie x,1,0
Who just scored tickets to Saturday's game between UGA and Ole Miss!? This yotefox just did^^,1,0
"@Darrellissa Sir, there are enemies in the White House.Something needs to be done TODAY not November 6th.Clinton,Obama,Panetta,Petraeus,Lamb",-1,1
"Sir, there are enemies in the White House.Something needs to be done TODAY not November 6th.Clinton,Obama,Panetta,Petraeus,Lamb,Lew,Donilon",-1,1
"The sun is shining over the #UoNCareersRoadshow at SB. Fingers crossed for tomorrow at the Exchange Building, JC from 11am!...",0,1
no classes til Monday.....coming to myrtle beach was so worth it,1,0
"Have you gotten your tickets to see Terry McMillan at the MGM Grand on Thursday, 11/1? If not, go here to get your... http://t.co/eny6ieV1",0,1
46 years ago today New Orleans was awarded the NFL's 16th franchise and the New Orleans Saints were born!,1,0
I did just remember that tomorrow does 1D comes to sweden for xfactor sweden!! I wish I could go...,1,0
"Daylight Saving Time Ends Sun. 11/4 - be sure the time on your phone system is re-set, contact 800.300.0824,... http://t.co/TMLk1nLX",0,1
@Nike_Wearer the ACC had a team ranked 3rd guy. Florida State. Until they lost to NC State. ACC so underrated.,-1,0
@RushinConcert Driving from Nashville to ATL to see RUSH for the 11th time! Second row PITT baby!!! Yahoo!!!!!,0,1
I'm supposed to go to Atlantic City on the 15th for a school field trip. doubt that will happen tbh,-1,0
Wondering what kind of recognition @dcunited will do of post-#Sandy NYC at Saturday's RFK game against the Red Bulls. #mls,1,0
Was going back up to Dayton in January but ion really think I can handle being up there to live that place ain't no good for me,-1,1
"Will make 120pcs of cakepops and 100pcs of chocolate lollies tomorrow, Aja! :)",1,0
"46 years ago today, New Orleans was awarded the 16th NFL franchise - and the New Orleans Saints were born!",1,0
@pinklemontee dec 1st :) are you guys back from Korea by that time?,1,0
And you say Derrick Rose isn't good because of the ACL but Dwight Howard is the 3rd best player in the league coming off major back surgery?,-1,1
@AmaaandaPleasee your going to Indianapolis Sunday for the Colts game?!?!,0,1
@DonzThaDon @BlueVino May not have. But I just know appeared to be better in early 80s before Reagan fired Air traffic controllers.,-1,1
@Damo_Dee going to laidback luke next saturday going to be amaziiiiinggggaaaa! Haha,1,0
I'm going back to Richard Bland in January :),1,0
"IRENE+JIMMY who married in Bhutan, had a 2nd wedding in Taipei. Couldnt make it but our associates MC & Jean-Michel did:http://t.co/3fMmEu2S",0,1
It's Women's Day in Manotick this Saturday with 15% off everything in store! BUT... for our FB friends just... http://t.co/WFlgqYTB,1,0
"It has been confirmed! One Direction will be on Ellen at Burbank, Calif. studio for a huge concert event on the 9th of November!",1,0
"I'm going to L.A. tomorrow evening, and I really should be packing right now.",0,1
@MeekMill just went to HMV and meek mills album don't come out till Monday #pissed #dreamsandnightmares #dreamsandnightmares,-1,0
@SamuelAiken that's because fratton may as well be the Gaza Strip,0,-1
Plies at center stage next Friday lol you better go get yo man! @Jus_mesha,1,0
NJEA Teacher's Convention_ Nov 8th & 9th in Atlantic City has been cancelled for the 1st time in its 158-year history.,-1,0
@Reylynn2040 and the people & animals at Cuba as well! http://t.co/AQLwOHH9,0,1
@BarrySanders I'm taking Friday off just to go to Doral and try and meet you. Fingers crossed,0,1
@ConnorMcManusx it wasn't Tuesday it was the week before when Nat and chidgey were arguing I was like oh gad,-1,0
Oh it's Thursday! New ep of Naruto? >:) Probably fillers but let's go!,1,0
Daylight Saving Time ends this weekend. Set your clocks back 1 hour before you go to bed on Saturday night to get an extra hour of sleep!,1,0
So I've decided to make Oreo #cupcakes tomorrow with my sis @Tiiaahhx,0,1
I don't know if there's a greater indictment of the current GOP than it violating Reagan's 11th Commandment to attack Christie. What a joke.,-1,0
Utah can take a look at Colorado for motivation - The Buffaloes were picked 11th last season and made the NCAA Tournament,1,0
Come down and laugh tomorrow at Loon Lake Bar and Grill in Waterford MI. With Me and the Mowtown Laugh Kings.,1,0
"@dylan_pritchett that may be true, but Reagan did not increase the defect to THIS EXTENT. This is absurd. You and I both will be paying",-1,0
"I can't believe Queen Latifah came to Durham last Friday , had a dinner and dancing event at the Hilton hotel wtf? I woulda went!",1,-1
"((I'm grounded from the internet until Monday, so talk to me while I'm still at school! -.-))",0,-1
@seekmagicblog no drink the world - not even tea - can beat the taste and feeling of a first few gulps of a 1st beer when you really want it,1,-1
@aolsen You don't think a 27 win BYU would get a 7 seed and maybe win a game? Or you don't think BYU will win 27ish by selection Sunday?,0,1
Join me this Sunday at the New Thought Community Center in Fresno. I have the honor of doing the service this... http://t.co/ELm87X4U,1,0
OMG. Who wants to go see Duelo with me this Friday!?,0,1
@Harry_Styles @NiallOfficial @Real_Liam_Payne @zaynmalik @Louis_Tomlinson I was supposed to take my SATS tomorrow but it got postponed. :(,-1,0
Hard day looking forward to my tea now may have to call in to an irlam takeaway #memories,-1,1
Shit is about to get real tomorrow night at UMBC!,-1,1
Galaxy Tab 2 10.1 coming to Sprint with LTE on November 11th: Good news for Sprint customers in the mark... http://t.co/4tytqhc2 #Mobile,1,0
A big day of Football in Marshall on Friday. Here's a preview of all 4 games. I'll be tweeting updates for all games http://t.co/bmoTZhyt,1,0
"@jsmithready Oooo, YES! I submitted UMD on Sat., UMBC on Sun., before the storm! 2 down, 4 more to go :D @ConstellationBo",1,0
"@ClaireC1907 @shortchick77 lol I will take Nat's word & give it a try. I may go back 2 Supernatural later, watching Arrow, Last Resort now 2",1,0
Oomf today thought he can talk to me on some other shit wait til tomorrow lol,0,-1
via @NBCDFWWeather: Don't forget this weekend is the end of Daylight Saving Time. Set you clocks BACK 1 hour Sat night when you go to bed. E,0,1
In Manhattan? Please bring food/batteries to the #homeless residents of @HelpUSA's RFK apt @ 113 East 13th St#SandyVolunteer,1,0
"Community Event: Come support the Center for the Art of Performance at UCLA next Friday! In one special evening,... http://t.co/JSeguWHG",1,0
"Still yet unanswered, are the SATs still on for Saturday?",-1,0
"Luxury condo ONE Ala Moana unveiled: HHMK Development, LCC announced Thursday details about the new luxury... http://t.co/88Ra1g3X",1,0
@_yukisohma are you folks gonna let you stay over at nat's house tomorrow night?,0,1
@nrhinds In between phones at the moment. Will go to Shoeless Joe's Monday morning if that's fine.,0,1
"@DJDannyF never listened to the 1st. hard to ignore the 2nd working at HMV! but like most things, just got overplayed. agree on the 3rd.",-1,1
Halloween wore me out next on the list Danksgiving on Nov 23 at Big Fish Pub in tempe hit up for slots and info only a couple left,-1,0
I just offered to bring someone Taco Bell for lunch tomorrow & they denied me #WhoDoesThat!? You should always accept Taco Bell! #Always,-1,0
Mad respect for the IAD team..its comforting to know we still have people like them around. May Allah continue to bless this project.,1,-1
Saturday is Daylight Savings Time - don't forget to set your clocks back 1 hour before bed or you will be extra early for church on Sunday!,0,1
@Kelly_Buxton I wanted to come to York with you guys on Sunday but I'm working!,1,0
Getting sick right before the UCLA football game on Saturday <<<,-1,0
@jedlewison For Record I had iPad1 & just switched to iPad3 and I've got a screaming MacPro Tower. :-) My 1st apple was a IIc,1,0
@SSalo316 as in Colton? Lol but okayyy (: lemme know. I may be living in the library tonight studying for this exam :/,1,0
"got my tickets, see you tomorrow Chris and Levi! time to #mosh http://t.co/WM451NxO",1,0
"MT @ImTheSportsDude: Remember when Miami vs VT on a Thursday night was a marquee game? Oh yeah, back when they were in the Big East.",0,1
@AupaCeltic Jason. . It seems we have some mutual friends I was hearing at the game on Sat. Travel with you to Bilbao from my neck of woods.,1,0
"Is it ok to be looking forward to the extra hour of sleep this far out :) Daylight Saving Time Sunday, November 4",0,1
"@JamaicanThunder @long_ally right, see if you get any Oreo balls tomorrow.",0,-1
Last day of school tomorrow then im out too Cuba :P haha,0,1
@YBcully well I want the draft to be on Saturday do u have a yahoo account,0,1
@torixp Are you going to go to Levi's tomorrow??,0,1
What will see tomorrow?? Mad face?? Bitter face?? Screw you people.. We've paid to see his happy smile!!,-1,1
"My mommy just said she'd give me $1,000 to go to Peru in March!!!! Whoo whoo whoo!",1,0
Sunday marks the end of Daylight Saving Time. Remember to turn your clocks back one hour before going to sleep... http://t.co/Z3br5XhK,0,1
Susan Boyle lives the dream - Sunday Night - Yahoo!7 News - Yahoo!7 TV http://t.co/KXicfKUL via @Y7News,0,1
@dwootz @debbiewooters do you know when you guys are going to Tempe the 2nd or 3rd week? Have to claim my parking spot!!! Lol,1,0
"Attention Romo haters. Guess who is the 4th highest career qb rating all time? That's right..higher than Manning, Brees, Warner, Montana etc",1,-1
Going to the Fair for a Little bit with the familia ;* But somebody seriously needs to come to the fair w. Me tomorrow ..,0,1
"Okay so tomorrow me, @awsumlala and @DiViNeHon3y have a date with the fair",0,1
Have to go stand at the apple store like a right dork tomorrow to upgrade my recently purchased ipad3 for the ipad4. Sigh. #1stworldproblems,0,1
Daylight savings time ends this weekend. And I don't know what this means for the timing on F1 on Sunday.,-1,0
@anthonyli You're not coming here The week of feb 16th are you? I'll be in oklahoma so I don't want to miss you guys :(,-1,1
"#TEAMCAUSE, don't forget Daylight Savings Time ends this weekend, put your clocks back an hour Saturday night so you're not an hour late!",-1,0
Don't forget about Daylight Savings time. It is this Sunday morning at 3am. You get to move your clock back to... http://t.co/HHpk90P5,0,1
"One class tomorrow, done at 11 and then going home. Ready to witness an Oklahoma upset on Saturday! #cyclONEnation",1,0
Bib# 5886! Look for me during the Two Cities Marathon this Sunday! Running from Clovis to Fresno! I got this!!!,1,0
#ihope that @leeegabrielle will be able to come to cuba with me for march break,1,0
It ends in a draw. NU gives itself a chance for a share of the Big Ten title should Michigan State lose on Saturday #B1GCats,1,0
York football staff member has leaked that York's goal is to score 100 points against us and leave in 1st string for the whole game #True,-1,0
Wall Street analysts are estimating Atlantic City casinos may be down 10% for the year because of Sandy http://t.co/Wd8nHXaH,-1,1
JUNIORS! Class shirts are on sale now. $10. Please give the money to @TeeAaaCeeX3 ASAP. Preferably by the end of Monday!,1,0
What do you liked about peru? *-* #askdongho ..see u tomorrow in fanmeeting <3,0,1
@ReedDeming wait are you going to the game tomorrow for Reagan,0,1
Hoping that SB's 2013 planner is as pretty as the 2011's. It would be out starting tomorrow. Will check it frst before collecting a sticker.,1,0
This weekend Daylight Saving Time ends. Be sure to set your clocks BACK one hour before going to bed on Saturday night.,1,0
"looks like im going to the UGA vs. Ole Miss game on Saturday, #HottyToddy",1,0
day 3: still got no power and takin like the 3rd cold as shower fml. fxckin freezing. reminds of peru lmao # http://t.co/FG3EyKp1,-1,0
November 1st - Kicking it off the start of the Holiday Season w/ Love Actually followed by Dashboard Confessional for the loneliness.,0,1
@jojowright @bigtimerush I think you should let Rushers pick a date! I suggest November 29! Important day in rusher history! Who agrees?,1,0
Tony Parker may have hit the game winning shot but Mark Sanchez is coming through clutch for Eva Longoria right now. #Swish,1,0
"Don't forget about congress! We'll discuss close races in Calif. and around the U.S., Friday at 10am. http://t.co/NlPWLISd",0,1
Post Edited: Siri vs. Google Voice Search: may the best robot helper win http://t.co/n3fPUSe4 #review #Siri #theidoctor,0,1
Impressed with Siri. Asked to set an alarm for tomorrow at 8 AM. She clarified whether tomorrow meant today since just after midnight.,1,0
The Spurs may be my favorite team out of the western conference,1,0
Guess I'm talking to my grandparents about moving to Fresno tomorrow...Leaving everything and everyone behind.,0,-1
@_BaileyRobinson She sat there this morning when Levi picked up her shirt and then lifted her paw to show she wanted to wear it today lol.,1,0
"@tonyrusciano Hearing Taco Bell, makes me want Taco Bell. I hate you now. Can we all go to Taco Bell tomorrow?",-1,0
"Oomf is gay. He may not know it yet, but I do lol",-1,1
"Top 5 Pgs Rondo, Rose , Deron, Paul, ???....don't kno the 5th",-1,0
"Even tho. Lakers are 0-2 i still believe they`ll be in that court on June against the Celtics, or Heat #idcwhatthehatershavetosay",1,0
"LMAO Snottsdale, AZ = sluttiest place. I don't think Gelndale should get 2nd, give it to the Tempe giiiiirls.",-1,0
Peru Wants 1D World Tour let's go trending trending trending till we see the sun,0,-1
Ohhhh doood! Red holiday cups start back (&holiday drinks) at SB!! So going tomorrow :),1,0
these niggas been showin the return of derrick rose commercials ever since the summer but he not comin back til like march..,-1,0
"KOREATOWN, Calif. -- A man allegedly shot his former boss in the head Thursday at a commer http://t.co/rkR3thri",-1,0
"The spurs may have won the battle, but not the war!",1,0
"Reagan gone need me tomorrow , she gone want some if my candy , but ima tell her Noo",-1,0
@Hyperace I don't know why they haven't put Siri on the iPod 4th Gen.,-1,0
"For anyone in Korea interested, MLG Dallas will probably start on the morning of 11/3. I know what I'm doing Saturday.",0,1
Khaleda Zia's present India visit may have a bumerang effect on BNP. Bd army will never compromise w/ the power involve in BDR mutiny.,-1,0
@spdetore Tell you at our Friday lunch<3 Sorry for the late reply but yes we can eat somewhere on Marshall tomorrow haha :D,1,0
"Goals for tomorrow: Big Mac, hard shell taco from Taco Bell, Dunkin coffee, AC Moore, gasoline. I think that's it.",0,1
"@JennQuan Yeah, keeps my mind off of not having any Hedley dates to look forward to. Although my last day is December 11th at work.",0,1
Oomf is gonna get punched in the throat tomorrow -.-,-1,0
"@evanmatheney You may like this. Dude from Dashboard Confessional, playing with a band that he started awhile back. https://t.co/c49uonCC",1,0
"@jjuueellzz down in the Atlantic city, ventnor, margate, ocean city area. I'm just waiting for the coordinator to hopefully call me tomorrow",1,0
Turns out the issue we've been having w/ production is because some of our computers may not update time from Internet.,-1,0
@shelboxoxo I'm going to Cuba buuuttt I doubt I will be doing what y'all will #13.1 Sunday,-1,0
"Just found out the craziest things about DRose's knee injury. He injured his left ACL, as did i, April 28th he injured it,29th I got surgery",-1,0
"Tomorrow, tempe! Catching up with an old friend <3",1,0
When your lying in bed and your phone is on your desk and Siri pops up #siriwantstokillme if I'm dead tomorrow it was Siri..,-1,0
@laurensackett14 nooooo I am possibly going to be in dayton tomorrow night!!! :(,-1,0
Arsenal reportedly tracking the progress of Leverkusen's Schurrle and Schalke's Holtby as the Gunners seek to strengthen their squad in Jan.,1,0
